edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,director,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2017,guest,movie,,REPLACE,"Norbert, Keil",,Germany,World,"Norbert Keil’s credits include the hugely successful and multi-award winning Bathhtub to Happiness, which
was invited to more than 40 festivals worldwide and is currently being developed into a feature length
film. He wrote and directed Quartered at Dawn, which was selected to be the official opening short for
Scream 3 and was also invited to the Midnight Madness section at the Toronto International Film Festival,
a festival that traditionally does not even invite short films. His first feature Yeah Right debuted at the
prestigious festival in Hof, Germany. In between his work as a writer and director, Norbert Keil has founded
and built Germany’s leading trailer company over the past 10 years, called Trailerhaus. Starting with the
Academy Award-winning Nowhere in Africa he has worked closely with Bernd Eichinger on the campaigns
for all his films. Other projects include Quentin Tarantino’s Death Proof, Tom Tykwer’s The International
and Perfume, Finding Nemo, Juno and The Raid as well as more than 400 other campaigns for clients like
Disney, Paramount, Warner Bros, Constantin Film and Sony Pictures. His first English language feature is
the German-Canadian produced horror-thriller Replace, co-written by Richard Stanley (Hardware) and coproduced
by Colin Geddes.",,,,,,,,,,"Norbert, Keil",Director,,https://www.imdb.com/name/nm0445063/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,ROBIN,"Antonio, Tublen",,Denmark,World,,,,,,,,,,,"Antonio, Tublen",Director,,,,,,,
2017,guest,movie,,LE SERPENT AUX MILLES COUPURES,"Eric, Valette",,France,Belgian,"Eric Valette is a discrete but essential player in French contemporary cinema. He’s a fan of westerns and
fantastic film and absolutely loves Sam Peckinpah’s The Getaway. Valette sharpens his directing skills at
Canal + before releasing his first feature, Maléfique, in 2003. As Les Cahiers du Cinéma despised his movie,
his career can now really take off. He gets a call from Hollywood and leaves to direct the remake of Takashi
Miike’s One Last Call, starring Edward Burns and the lovely Shannyn Sossamon. He doesn’t really appreciate
the lack of artistic freedom in the States and returns to France where he scores with State Affairs, starring
André Dussolier, The Prey (BIFFF 2012) and the second season of Braquo, created by Olivier Marchal. This
year, he comes to Brussels with Le Serpent aux Mille Coupures, heavily inspired by Peckinpah’s Stray Dogs.
We just can’t wait!",,,,,,,,,,"Eric, Valette",Director,,https://www.imdb.com/name/nm0884659/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,SPIT'N'SPLIT,"Jerome, Vandewattyne",,Belgium,World,"Born in 1989, Jérôme spent his childhood and adolescence devouring as many movies as possible. During his
high school years, he secretly directs a number of gore short movies in the empty hallways of his catholic school.
After high school, he creates the band VHS From Space and starts studying communication at the ISFSC. His
end-work is She’s A Slut, a fake trailer for the Brussels International Fantastic Film Festival. In 2012, the BIFFF gives
him free rein to direct a short film, the psychedelic trash orgy Slutterball. The doors of television open before him
and lead him to direct two seasons of the web-series What The Fake?! At the same time he also edits a couple of
movie trailers. At 25 years, he gets into the tour van of The Experimental Tropical Blues Band and follows them
for more than 2 years. This experience will give birth to his first feature film, Spit ‘N’ Split.",,,,,,,,,,"Jerome, Vandewattyne",Director,,https://www.imdb.com/name/nm7472086/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,SPIT'N'SPLIT,"The Experimental Tropic Blues Band,",,Belgium,World,,,,,,,,,,,"The Experimental Tropic Blues Band,",Band,,,,,,,
2017,guest,movie,,STRANGLED,"Árpád, Sopsits",,Hungary,Belgian,"Arpad Sopsits graduated in adult education and library studies at the Debrecen Teachers’ Training Institute.
He studied film and television directing at the Hungarian Academy of Theatre and Film Art between 1975
and 1980. Sopsits wrote scripts for many years and worked as a director’s assistant. His first feature film
Shooting Gallery was made in 1989 and had its world premiere at the Director’s Fortnight in Cannes,
where it received his first award, followed by many others. His two other feature films, Video Blues and
Abandoned, were awarded in Locarno and Berlin and became, as many of his short films, real festival
hits. He is also an internationally well known stage director.",,,,,,,,,,"Árpád, Sopsits",Director,,https://www.imdb.com/name/nm0814694/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,THERAPY,"Nathan, Ambrosioni",,France,Belgian,"Nathan Ambrosioni was born in Grasse, in the south of France, in 1999. And in 2013 he already started
directing his first long feature, which he also entirely produced: Hostile. The shooting took place during the
school holidays with just a handful of Euro’s and almost no technical means. Nevertheless the film was well
received by the critics and could be seen at several festivals. Hostile even gets a theatrical release in Italy
and is released on VOD in the United States. In 2015 he follows this up with a second, also self-produced
feature, Therapy. Completed in 2016, it gets distributed in North-America and the UK by AMC Networks
(The Walking Dead). In the same period, Nathan also directs four short films, among which Ce qui nous
reste, starring Zoé Adjani. This passionate, self-taught movie buff writes, directs and edits all his films, which
range from intimate drama to horror.",,,,,,,,,,"Nathan, Ambrosioni",Director,,https://www.imdb.com/name/nm6806275/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,THIRST,"Chan-Wook, Park",,South Korea,Retro,,,,,,,,,,,"Chan-Wook, Park",Director,,,,,,,
2017,guest,movie,,THIS GIANT PAPIER-MACHE BOULDER IS ACTUALLY REALLY HEAVY,"Christian, Nicolson",,New Zealand,Belgian,"Artist/film maker Christian Nicolson originally studied design but after a 10-year career in advertising he
decided to switch to fine arts. He has had a great deal of success as an artist with over 30 pieces in the
Wallace Arts Trust Collection, been a six times finalist in the Wallace Arts Awards, featured several times in
New Zealand’s largest sculpture shows and is a featured artist in NZ’s Favorite Artists Volume 2. He has also
made several music videos, short films and won awards and nominations for his low budget style comedy.
This is his first venture as a feature film director. He loves sci-fi. This is a project few others would have
attempted on such a tiny budget.",,,,,,,,,,"Christian, Nicolson",Director,,https://www.imdb.com/name/nm6940524/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,THE UNKINDNESS OF RAVENS,"Lawrie, Brewster",,UK,European,"The driving force behind Hex Media, Lawrie Brewster is a jack of all trades, a technical and VFX wizard as
well as an accomplished producer and award-winning director. Lawrie Brewster’s passion for intelligent
horror and fantasy films has seen him produce two feature films in the last three years with a third well
on its way. His critically acclaimed feature debut Lord of Tears showed at several international festivals
and achieved cult status among fans. Lawrie has also produced a number of eclectic short films, but, is
perhaps best known for his work creating the visual landscape for the two Morgan M. Morgansen films
which played at Sundance and South By Southwest, starring Joseph Gordon-Levitt and Channing Tatum.",,,,,,,,,,"Lawrie, Brewster",Director,,https://www.imdb.com/name/nm3879509/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,THE UNKINDNESS OF RAVENS,"Sarah, Daly",,UK,European,"Sarah Daly is a prolific Irish musician and screenwriter whose work has been performed by Gary Oldman,
Joseph Gordon-Levitt, Anne Hathaway and Channing Tatum. Sarah is behind the unique language featured
in the Morgan M. Morgansen short films and has gained recognition for her supernatural and fantastical
stories. The Unkindness of Ravens is her second feature collaboration with director Lawrie Brewster and
the pair have three further features in development.",,,,,,,,,,"Sarah, Daly",Writer,,https://www.imdb.com/name/nm3600165/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,THE WHITE KING,"Alex, Helfrecht",,UK,Belgian,"Alex and Jörg are a longstanding directing, writing and producing team based in London. Their past successes
include dystopian satire 2+2+2 starring Richard E. Grant at the King’s Head Theatre, festival favorite short film
Battle for Britain, the critically acclaimed West End show Fiesta (The Sun Also Rises) and one of Boston Globe’s
2014 Books of the Year, graphic novel Ricky Rouse has a Gun. Alex and Jörg founded production company Oiffy
in 2011 with producer Philip Munger. The White King marks their feature film debut.",,,,,,,,,,"Alex, Helfrecht",Director,,https://www.imdb.com/name/nm2975353/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,THE WHITE KING,"Jörg, Tittel",,UK,Belgian,"Alex and Jörg are a longstanding directing, writing and producing team based in London. Their past successes
include dystopian satire 2+2+2 starring Richard E. Grant at the King’s Head Theatre, festival favorite short film
Battle for Britain, the critically acclaimed West End show Fiesta (The Sun Also Rises) and one of Boston Globe’s
2014 Books of the Year, graphic novel Ricky Rouse has a Gun. Alex and Jörg founded production company Oiffy
in 2011 with producer Philip Munger. The White King marks their feature film debut.",,,,,,,,,,"Jörg, Tittel",Director,,https://www.imdb.com/name/nm1361000/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,WILL YOU BE THERE ?,"Ji-Young, Hong",,South Korea,European,"Director Hong Ji-young made a glittering debut with the critically acclaimed The Naked Kitchen, a film about
the non-ordinary love of three men and women. Then she directed the Star Shaped Stain segment in Modern
Family and Kongjwi and Patjwi in Horror Stories, where she proved her keen eye in capturing human nature.
She then tackled “the marriage blues” in the romantic comedy A Night Before the Wedding. It portrayed the
complex psychology of married couples with sensuous visuals and showed her directing talents once again.
Hong Ji-young, who has received much support from critics and viewers with every work, now draws even
more attention as she turns Guillaume Musso’s bestselling novel into a feature film.",,,,,,,,,,"Ji-Young, Hong",Director,,https://www.imdb.com/name/nm3625810/?ref_=tt_ov_dr,,,,,
2017,guest,movie,,WILL YOU BE THERE ?,"Guillaume, Musso",,South Korea,European,"With the sunny climate of Antibes, you should be crazy not to spend your days outdoors, but 10-year old
Guillaume Musso preferred to stay inside his mum’s public library. That is where the seed of literature took
hold. Twenty years later, after an economics degree and, especially, a serious accident, the seed blooms
when he publishes “Afterwards…” and Musso mania starts. The book will sell more than 3 million copies
and will be translated in 20 languages. The rest is history. Musso writes one bestseller after another,
beautifully crafted page-turners that beg to be adapted to the big screen. And indeed, after the adaptation
of “Afterwards…”, starring Romain Duris and John Malkovich, we’ll be able to discover the Korean
adaptation of “Will you be there?” at the BIFFF.",,,,,,,,,,"Guillaume, Musso",Author,,https://www.imdb.com/name/nm2520678/?ref_=tt_ov_wr,,,,,
2017,guest,,,,"Franck, Thilliez ",,France,,"Writing is a passion. You might try to make it your hobby, as young engineer Franck Thilliez first did, but
true talent can not be held back. He proved this first with his second novel, Train d’Enfer pour Ange Rouge,
selected for the SNCF Thriller Award 2004, and then with his hit novel, The Death Chamber, a true award
magnet and adapted to the big screen with Melanie Laurent as the lead. Since then, this French thriller
heavyweight is a regular on the bestsellers lists with titles like “Le Syndrome E”, from 2010, of which
Paramount has bought the rights for an American adaptation.",,,,,,,,,,"Franck, Thilliez ",Author,,https://www.imdb.com/name/nm2598433/?ref_=nv_sr_srsg_0,,,,,
2017,guest,,,,"Stéphane, Bourgoin",,France,,"This serial killer specialist is well known internationally for his research and expertise about criminal
profiling. Stéphane Bourgoin, has met over 50 serial-killers throughout the world and has made many
documentaries and has published a great deal of books about this phenomenon. And this is not just
some morbid fascination. Bourgoin is really trying to understand what makes these killers tick. He already
honoured us with his presence in 2012, alongside Maxime Chattam. 5 years later he comes back to the BIFFF
for a master class on serial killers with his partner in crime Frank Thilliez.",,,,,,,,,,"Stéphane, Bourgoin",Author,,,,,,,
